comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  input_size  preprocess  splitroles  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
1.38          229                1                  0    20       256       2         1         0         5         0         100       1000000     0           0           .000090      NA          .005520           .012962             .012962            .016000              96            718
1.40          230                1                  0    20       256       2         1         0         5         0         1000      1000000     0           0           .000064      NA          .003571           .011897             .011897            .014000              95            544
1.35          229                1                  0    20       256       2         1         0         5         0         10000     1000000     0           0           .000067      NA          .003444           .011562             .011562            .014000              94            519
1.38          229                1                  0    20       256       2         1         0         5         0         100000    1000000     0           0           .000071      NA          .003132           .012571             .012571            .014500              94            469
1.37          230                1                  0    20       256       2         1         0         5         10        0         1000000     0           0           .000002      NA          .002994           .015512             .015512            .017000              94            356
1.39          230                1                  0    20       256       2         1         0         5         10        10        1000000     0           0           .000361      NA          .016822           .012018             .012018            .014500              120           2347
1.38          230                1                  0    20       256       2         1         0         5         10        100       1000000     0           0           .000092      NA          .006857           .011814             .011814            .016000              96            883
1.41          229                1                  0    20       256       2         1         0         5         10        1000      1000000     0           0           .000072      NA          .003132           .012324             .012324            .016000              94            417
1.40          229                1                  0    20       256       2         1         0         5         10        10000     1000000     0           0           .000057      NA          .003499           .012827             .012827            .016000              94            467
1.37          229                1                  0    20       256       2         1         0         5         10        100000    1000000     0           0           .000063      NA          .003071           .012620             .012620            .015500              94            417
1.35          229                1                  0    20       256       2         1         0         5         100       0         1000000     0           0           .000002      NA          .003127           .011839             .011839            .013500              95            463
1.38          229                1                  0    20       256       2         1         0         5         100       10        1000000     0           0           .000384      NA          .015437           .010461             .010461            .014000              120           2240
1.38          230                1                  0    20       256       2         1         0         5         100       100       1000000     0           0           .000087      NA          .005891           .010365             .010365            .012500              96            969
1.41          229                1                  0    20       256       2         1         0         5         100       1000      1000000     0           0           .000064      NA          .003536           .010335             .010335            .012500              94            585
1.41          230                1                  0    20       256       2         1         0         5         100       10000     1000000     0           0           .000063      NA          .003192           .010025             .010025            .013000              95            532
1.40          229                1                  0    20       256       2         1         0         5         100       100000    1000000     0           0           .000065      NA          .003078           .010522             .010522            .012000              95            540
1.37          229                1                  0    20       256       2         1         0         5         1000      0         1000000     0           0           .000002      NA          .003158           .011391             .011391            .013500              94            467
1.36          229                1                  0    20       256       2         1         0         5         1000      10        1000000     0           0           .000382      NA          .016202           .010610             .010610            .014000              120           2389
1.37          229                1                  0    20       256       2         1         0         5         1000      100       1000000     0           0           .000084      NA          .005660           .009790             .009790            .011000              97            1043
1.36          230                1                  0    20       256       2         1         0         5         1000      1000      1000000     0           0           .000068      NA          .003245           .009455             .009455            .011500              94            597
1.38          230                1                  0    20       256       2         1         0         5         1000      10000     1000000     0           0           .000057      NA          .003292           .009843             .009843            .012500              95            553
1.38          230                1                  0    20       256       2         1         0         5         1000      100000    1000000     0           0           .000057      NA          .002995           .010008             .010008            .012500              94            503
1.40          228                1                  0    20       256       2         1         0         5         10000     0         1000000     0           0           .000002      NA          .002908           .011250             .011250            .013000              95            449
1.38          229                1                  0    20       256       2         1         0         5         10000     10        1000000     0           0           .000352      NA          .018265           .010672             .010672            .014500              120           2571
1.36          230                1                  0    20       256       2         1         0         5         10000     100       1000000     0           0           .000081      NA          .005588           .009874             .009874            .012500              97            912
1.41          229                1                  0    20       256       2         1         0         5         10000     1000      1000000     0           0           .000064      NA          .003346           .009925             .009925            .012000              94            596
1.39          229                1                  0    20       256       2         1         0         5         10000     10000     1000000     0           0           .000060      NA          .003344           .010145             .010145            .012000              94            593
1.40          229                1                  0    20       256       2         1         0         5         10000     100000    1000000     0           0           .000063      NA          .002959           .010077             .010077            .011500              95            534
1.36          230                1                  0    20       256       2         1         0         5         100000    0         1000000     0           0           .000002      NA          .002987           .011062             .011062            .013500              94            445
1.41          233                1                  0    20       256       2         1         0         5         100000    10        1000000     0           0           .000388      NA          .015199           .010902             .010902            .014500              120           2183
1.38          229                1                  0    20       256       2         1         0         5         100000    100       1000000     0           0           .000088      NA          .004968           .009235             .009235            21.000000            97            0
