comp.time(s)  comp.peakRAM(MiB)  bin.filesize(MiB)  ssl  threads  datatype  function  optshare  packbool  protocol  rxbuffer  txbuffer  latencies(ms)  bandwidths(Mbs)  input_size  preprocess  splitroles  verifybuffer  inittime(s)  preproc(s)  runtime_clock(s)  runtime_getTime(s)  runtime_chrono(s)  runtime_external(s)  peakRAM(MiB)  jobCPU(%)
0.01          3                  1                  0    4        256       274       1         1         5         10000     10000     50             10000            1           1           1           0             .010065      .027708     .014105           .022510             .025078            .050416              312           1006
0.01          3                  1                  0    4        256       274       1         1         5         10000     10000     50             1000             1           0           1           0             .000963      NA          .027410           .139448             .149314            .150000              200           445
0.01          3                  1                  0    4        256       274       1         1         5         10000     10000     50             1000             1           1           1           0             .113122      .137661     .019088           .056482             .077755            .177083              314           359
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     50             100              1           0           1           0             .002681      NA          .031771           1.417891            1.418994           1.420416             203           55
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     50             100              1           1           1           0             .824499      .842943     .024939           .597230             .602243            1.440000             328           56
0.01          3                  1                  0    4        256       274       1         1         5         10000     10000     75             25000            1           0           1           0             .001047      NA          .022681           .024160             .026222            .027500              173           2004
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             25000            1           1           1           0             .004596      .022128     .013566           .021330             .022449            .045000              316           1098
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             10000            1           0           1           0             .000557      NA          .021872           .026284             .027481            .028333              178           1893
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             10000            1           1           1           0             .010355      .028040     .014364           .022713             .026033            .052500              312           976
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             1000             1           0           1           0             .001125      NA          .027692           .140045             .151394            .152500              201           442
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             1000             1           1           1           0             .107494      .126598     .019623           .059114             .081646            .170833              326           379
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             100              1           0           1           0             .002627      NA          .031552           1.418132            1.418529           1.420416             209           55
0.02          3                  1                  0    4        256       274       1         1         5         10000     10000     75             100              1           1           1           0             .825344      .842370     .025098           .597105             .602502            1.439166             312           58
